"Código","Concurso","Área ","Título","Director General"
"CA13I10087","II CONCURSO CIENCIA APLICADA FONDEF  2013","EDUCACION Y CIENCIAS SOCIALES","PROGRAMA DE PREPARACIóN PARA LA VIDA UNIVERSITARIA","CLAUDIA ZUNIGA RIVAS"
"CA13I10088","II CONCURSO CIENCIA APLICADA FONDEF  2013","SALUD","PRODUCTO DERIVADO DE CéLULAS TRONCALES MESENQUIMáTICAS FAVORECE LA REGENERACIóN DEL HíGADO EN INDIVI DUOS CON ESTEATOSIS SOMETIDOS A CIRUGíA DE RESECCIóN HEPáTICA","EDUARDO EZQUER"
"CA13I10102","II CONCURSO CIENCIA APLICADA FONDEF  2013","ENERGIA Y AGUAS","MODELO DINÁMICO DE DEMANDA HÍDRICA APLICABLE A LA GESTIÓN DE RECURSOS HÍDRICOS A NIVEL DE CUENCA","RODRIGO FUSTER GÓMEZ"
"CA13I10108","II CONCURSO CIENCIA APLICADA FONDEF  2013","EDUCACION Y CIENCIAS SOCIALES","CONSOLIDACIóN Y APLICACIóN DE UN MODELO SOBRE MONITOREO DE RIESGO DE CORRUPCIóN EN GOBIERNOS REGIONA LES","SERGIO TORO MAUREIRA"
"ID14I10010","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","AGROPECUARIA","LA HUELLA MICROBIOLOGICA DE LOS VINOS CHILENOS: APROVECHAMIENTO DE CEPAS NATIVAS DE LEVADURAS ASOCIA DAS A DENOMINACION DE ORIGEN PARA LA PRODUCCION DE VINOS PREMIUM","CARLA JARA CAMPOS"
"CA13I10121","II CONCURSO CIENCIA APLICADA FONDEF  2013","MINERIA","HERRAMIENTA DE PREDICCIóN DE INDICADORES DE DISPONIBILIDAD PARA GESTIóN DE ACTIVOS MINEROS","GONZALO ACUNA LEIVA"
"CA13I10129","II CONCURSO CIENCIA APLICADA FONDEF  2013","ENERGIA Y AGUAS","SISTEMA DE SOPORTE DE DECISIóN PARA EL MANEJO ESPACIAL DEL RIEGO EN PIVOTES CENTRALES","LUIS LAGOS ROA"
"ID15I10032","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","AGROPECUARIA","KIWIPHAGE: DESARROLLO DE UN ANTIMICROBIANO NATURAL CONTRA EL CANCRO BACTERIANO DEL KIWI UTILIZANDO B ACTERIóFAGOS","ROBERTO BASTIAS ROMO"
"CA13I10145","II CONCURSO CIENCIA APLICADA FONDEF  2013","ENERGIA Y AGUAS","CONVERSIóN TéRMICA DE BIOMASA MICROALGAL AGOTADA PARA LA PRODUCCIóN DE BIO-OIL, SYNGAS Y BIOCHAR POS T EXTRACCIóN DE BIOPRODUCTOS DE ALTO VALOR AGREGADO","GUSTAVO CIUDAD BAZAUL"
"CA13I10148","II CONCURSO CIENCIA APLICADA FONDEF  2013","EDUCACION Y CIENCIAS SOCIALES","DESARROLLO DE UN SOFTWARE BASADO EN INTELIGENCIA ARTIFICIAL PARA ESTANDARIZAR Y OPTIMIZAR PROCESOS D E SELECCIóN MASIVOS PARA MERCADOS IBERAMERICANOS","PABLO VERA VILLARROEL"
"CA13I10157","II CONCURSO CIENCIA APLICADA FONDEF  2013","TECNOLOGÍA DE LA INFORMACIÓN Y COMUNICACIONES","SISTEMA DE IMPRESIÓN 3D DE SECCIONES CORPORALES HUMANAS. PROSECCIÓN ANATÓMICA EN RÉPLICAS 3D.","OSCAR INZUNZA HERNANDEZ"
"CA13I10162","II CONCURSO CIENCIA APLICADA FONDEF  2013","MINERIA","DESARROLLO Y VALIDACIóN DE UNA ESTRATEGIA DE ETIQUETADO GENóMICO PARA EL MONITOREO DE POBLACIONES BA CTERIANAS DE BIOLIXIVIACIóN","RAQUEL QUATRINI"
"CA13I10165","II CONCURSO CIENCIA APLICADA FONDEF  2013","EDUCACION Y CIENCIAS SOCIALES","DESARROLLO Y EVALUACIóN EXPERIMENTAL DE UN MéTODO DE DESAFíOS DE APRENDIZAJE, ASISTIDO POR UN PROTOT IPO DE SOFTWARE VISUAL INTERACTIVO, DE APOYO AL DESARROLLO DE HABILIDADES COGNITIVAS PARA EL APRENDI ZAJE áGIL Y SIGNIFICATIVO DEL INGLéS COMO LENGUA EXTRAN","HECTOR PONCE ARIAS"
"CA13I10173","II CONCURSO CIENCIA APLICADA FONDEF  2013","AGROPECUARIA","INTERNET PARA EL DESARROLLO AGRíCOLA DE CHILE: SERVICIO PúBLICO PARA ESTIMAR EL IMPACTO DE CO-EXISTE NCIA DE ESPECIES VEGETALES GENéTICAMENTE MODIFICADAS, CONVENCIONALES Y ORGáNICAS","HUMBERTO PRIETO ENCALADA"
"ID14I10097","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","AGROPECUARIA","INOCULANTE BACTERIANO PARA LA PROMOCION DEL CRECIMIENTO Y CONTROL DE PATOGENOS EN TOMATE","MACARENA GERDING GONZALEZ"
"CA13I10176","II CONCURSO CIENCIA APLICADA FONDEF  2013","MINERIA","ESTUDIO Y DESARROLLO DE UN ANALIZADOR DE CALIDAD DE MINERAL EN PROCESOS DE AGLOMERADO Y CURADO PARA PLANTAS DE EXTRACCIÓN DE COBRE DE TIPO HIDROMETALÚRGICAS","ALDO CIPRIANO ZAMORANO"
"CA13I10178","II CONCURSO CIENCIA APLICADA FONDEF  2013","EDUCACION Y CIENCIAS SOCIALES","GENERACIÓN DE UN MAPA DE COMPETENCIAS PARA LA TRAYECTORIA DE LOS DOCENTES EN SERVICIO Y DE UN SOFTWA RE DE MONITOREO DE COMPETENCIAS, DETECCIÓN DE RIESGOS (ABANDONO, BAJA CALIDAD ENSEÑANZA ENTREGADA, E TC.) Y ENTREGA ALERTAS","ERIKA CASTILLO BARRIENTOS"
"CA13I10190","II CONCURSO CIENCIA APLICADA FONDEF  2013","ENERGIA Y AGUAS","SUBESTIMACIÓN DE LAS PRECIPITACIONES EXTREMAS SOBRE DURACIONES CORTAS: CUANTIFICACIÓN DE HIPÓTESIS E XPLICATIVAS Y PROPUESTA METODOLÓGICA PRELIMINAR","CLAUDIO MEIER VARGAS"
"CA13I10203","II CONCURSO CIENCIA APLICADA FONDEF  2013","TECNOLOGÍA DE LA INFORMACIÓN Y COMUNICACIONES","CONSTRUCCION DE UN ESPECTROGRAFO ASTRONOMICO DE ALTA RESOLUCION - FIDEOS","LEONARDO VANZI"
"ID14I10234","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","AGROPECUARIA","INNOVAR EN NUEVAS ESTRATEGIAS DE PRE CONDICIONAMIENTO IN VITRO DE CELULAS MADRE MESENQUIMALES PARA S U USO EN BIOINGENIERIA TISULAR EN MEDICINA VETERINARIA Y COMO MODELOS CELULARES PARA APLICACIONES TR ASLACIONALES FUTURAS A SERES HUMANOS","FIDEL CASTRO REBOREDO"
"ID15I10087","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","AGROPECUARIA","INNOVACIóN EN LA DETECCIóN DE VIRUS Y VIROIDES EN CEREZO EN CHILE","NICOLA FIORE CICCARDINI"
"CA13I10210","II CONCURSO CIENCIA APLICADA FONDEF  2013","EDUCACION Y CIENCIAS SOCIALES","DISEÑO DE SISTEMA DE COMUNICACIÓN DE SALUD PARA ADULTOS MAYORES Y SUS REDES DE APOYO","SERGIO GODOY ETCHEVERRY"
"CA13I10223","II CONCURSO CIENCIA APLICADA FONDEF  2013","SALUD","DESARROLLO Y EVALUACIóN FUNCIONAL DE MOLéCULAS SINTéTICAS INHIBIDORAS DE LOS CANALES DE POTASIO TASK -3 PARA EL TRATAMIENTO DE TUMORES SóLIDOS","LEANDRO ZUÑIGA HORMAZABAL"
"CA13I10225","II CONCURSO CIENCIA APLICADA FONDEF  2013","SALUD","DESARROLLO DE APOSITO EN BASE A COBRE PARA EL TRATAMIENTO DE PACIENTES PORTADORES DE HERIDAS INFECTA DAS","VICTOR SILVA VARGAS"
"CA13I10238","II CONCURSO CIENCIA APLICADA FONDEF  2013","EDUCACION Y CIENCIAS SOCIALES","DESARROLLO DE INSTRUMENTOS PARA REDUCIR LA VICTIMIZACIÓN SECUNDARIA EN VÍCTIMAS INFANTILES DE DELITO S SEXUALES","DECIO METTIFOGO GUERRERO"
"CA12I10104","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","AGROPECUARIA","GAS EN POLVO: UNA NUEVA HERRAMIENTA NANO - MICROTECNOLÓGICA PARA CONTROLAR MADURACIÓN, SENESCENCIA Y PUDRICIONES EN FRUTOS DE EXPORTACIÓN EN POSTCOSECHA.","REINALDO CAMPOS VARGAS"
"CA13I10244","II CONCURSO CIENCIA APLICADA FONDEF  2013","TECNOLOGÍA DE LA INFORMACIÓN Y COMUNICACIONES","LLAVE ÓPTICA","RODRIGO VICENCIO POBLETE"
"CA13I10261","II CONCURSO CIENCIA APLICADA FONDEF  2013","INFRAESTRUCTURA","DESARROLLO Y DISEñO DE UN ECO-BLOQUE DE HORMIGóN EN BASE A MATERIALES RECICLADOS, CON MENOR IMPACTO AMBIENTAL, MENOR COSTO Y MAYOR EFICIENCIA TERMICA","VIVIANA LETELIER GONZALEZ"
"CA13I10266","II CONCURSO CIENCIA APLICADA FONDEF  2013","MANUFACTURA","PRODUCCIóN DE FURANOS EN BASE A CARBOHIDRATOS DE CORTEZA DE PINO (BIOFURANS, CHILE)","TERESITA MARZIALETTI B."
"ID16I10481","III CONCURSO IDEA EN DOS ETAPAS 2016","AGROPECUARIA","FORTALECIMIENTO DEL PROGRAMA DE MEJORAMIENTO GENÉTICO DE ALSTROEMERIA (PMGALS-UC) A TRAVÉS DE LA INC ORPORACIÓN DE GERMOPLASMA NATIVO, SELECCIONADO MEDIANTE ANÁLISIS GENÉTICO Y FITOSANITARIO, CON POTEN CIAL PARA EL MERCADO DE FLORES NACIONAL Y EXTRANJERO.","MARLENE GEBAUER HERNANDEZ"
"CA13I10273","II CONCURSO CIENCIA APLICADA FONDEF  2013","TECNOLOGÍA DE LA INFORMACIÓN Y COMUNICACIONES","PLATAFORMA DE PROCESAMIENTO Y GESTIóN DE SEñALES SíSMICAS PARA APOYAR LA IDENTIFICACIóN DE EVENTOS D EL VOLCáN LLAIMA.","GLORIA CURILEM SALDÍAS"
"CA13I10274","II CONCURSO CIENCIA APLICADA FONDEF  2013","PESCA Y ACUICULTURA","DESARROLLO DE UNA PLATAFORMA DE BIOSENSOR LIPÍDICO PARA LA DETECCIÓN DE MAREA ROJA IN SITU","PATRICIO VILLALOBOS BIAGGINI"
"CA13I10276","II CONCURSO CIENCIA APLICADA FONDEF  2013","FORESTAL","SISTEMA INTEGRADO DE PLANIFICACIóN DE PROYECTOS PARA RESTAURACIóN DE ECOSISTEMAS FORESTALES EN CHILE","ADISON ALTAMIRANO NAVARRETE"
"CA13I10277","II CONCURSO CIENCIA APLICADA FONDEF  2013","ENERGIA Y AGUAS","PRONÓSTICO DE CAUDALES DE DESHIELO UTILIZANDO TÉCNICAS DE PERCEPCIÓN REMOTA Y ASIMILACIÓN DE DATOS H IDRO METEOROLÓGICOS","JAMES MCPHEE TORRES"
"ID14I10440","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","AGROPECUARIA","FERMENTACION Y FORMULACIONES DE NEMATODOS ENTOMOPATOGENOS NATIVOS (NEPS) PARA EL CONTROL BIOLOGICO D E PLAGAS DE IMPORTANCIA AGRICOLA","RENE FRANCE IGLESIAS"
"CA13I10285","II CONCURSO CIENCIA APLICADA FONDEF  2013","FORESTAL","ENDOLYPTUS: HONGOS Y BACTERIAS ENDóFITAS COMO AGENTES DE BIOCONTROL DE ENFERMEDADES Y PROMOCIóN DE C RECIMIENTO EN EUCALYPTUS GLOBULUS, E. NITENS E HIBRIDOS","EUGENIO SANFUENTES VON STOWASSER"
"CA13I10300","II CONCURSO CIENCIA APLICADA FONDEF  2013","TECNOLOGÍA DE LA INFORMACIÓN Y COMUNICACIONES","DESARROLLO Y EVALUACIóN DE ALGORITMOS DE DATA MINING PARA LA PREDICCIóN DEL RIESGO DE CRISIS EN PACI ENTES AMBULATORIOS DE UN HOSPITAL PEDIáTRICO","SEBASTIAN RIOS PEREZ"
"CA13I10305","II CONCURSO CIENCIA APLICADA FONDEF  2013","MINERIA","DETECCIóN Y CARACTERIZACIóN DE VARIABLES GEOMETALúRGICAS A PARTIR DE IMáGENES HIPERESPECTRALES","MARTIN ADAMS"
"CA13I10310","II CONCURSO CIENCIA APLICADA FONDEF  2013","FORESTAL","DENSIFICACIóN Y NANOCARACTERIZACIóN DE MADERAS DE RáPIDO CRECIMIENTO PARA PRODUCTOS DE INGENIERíA DE ALTO VALOR","CECILIA BUSTOS AVILA"
"CA13I10317","II CONCURSO CIENCIA APLICADA FONDEF  2013","ALIMENTOS FUNCIONALES","AUTENTICACIóN DE VINO CON INFORMACIóN ELECTRóNICA","TRUNG PHAM TAT"
"CA13I10318","II CONCURSO CIENCIA APLICADA FONDEF  2013","TECNOLOGÍA DE LA INFORMACIÓN Y COMUNICACIONES","DESARROLLO DE CUATRO PROTOTIPOS DE MEDIDORES INTELIGENTES PARA IMPLEMENTARLOS EN LA RED ELéCTRICA DE GENERACIóN, TRANSMISIóN, DISTRIBUCIóN Y EN LOS USUARIOS","WASHINGTON FERNANDEZ RAVANALES"
"CA13I10319","II CONCURSO CIENCIA APLICADA FONDEF  2013","TECNOLOGÍA DE LA INFORMACIÓN Y COMUNICACIONES","CREACIóN DE MODELOS PARA PROGRAMACIóN DE CITAS Y PERIODICIDAD DE EXáMENES MéDICOS EN EL DIAGNóSTICO DE ENFERMEDADES EN UN SISTEMA DE SALUD PúBLICO","JUAN FERRER ORTIZ"
"CA13I10320","II CONCURSO CIENCIA APLICADA FONDEF  2013","MINERIA","DESARROLLO DE SISTEMAS DE MEDICIóN EN LíNEA DEL CONTENIDO DE AIRE PARA LA OPTIMIZACIóN DEL PROCESO D E FLOTACIóN","LUIS MAGNE ORTEGA"
"IT15I10006","IV CONCURSO DE INVESTIGACIÓN TECNOLÓGICA 2015  PROGRAMA IDEA","AGROPECUARIA","EVALUACIÓN Y VALIDACIÓN TECNOLÓGICA DE UNA VACUNA POLIVALENTE DE SUBUNIDAD CONTRA MASTITIS BOVINA.","MARIO MAINO MENENDEZ"
"CA13I10331","II CONCURSO CIENCIA APLICADA FONDEF  2013","TECNOLOGÍA DE LA INFORMACIÓN Y COMUNICACIONES","VIDEO JUEGOS SERIOS PARA TOMA DE DECISIONES FRENTE A DESASTRES","MARIO BRUNO MELENDEZ"
"IT13I10025","I CONCURSO INVESTIGACIÓN TECNOLÓGICA PROGRAMA IDEA","AGROPECUARIA","EVALUACIóN DE LA EFICACIA DE UNA NUEVA VACUNA ANTI-STAPHYLOCOCCUS AUREUS (MASTI-VAC) PARA EL CONTROL DE MASTITIS BOVINA EN REBAñOS LECHEROS DEL SUR DE CHILE.","JUAN KRUZE VIRTONICH"
"CA13I10339","II CONCURSO CIENCIA APLICADA FONDEF  2013","EDUCACION Y CIENCIAS SOCIALES","APLICACIONES DIGITALES EDUCATIVAS DESDE CIENCIA DEL COMPORTAMIENTO Y LA COMPLEJIDAD","CARLOS RODRIGUEZ SICKERT"
"CA13I10346","II CONCURSO CIENCIA APLICADA FONDEF  2013","ENERGIA Y AGUAS","Sistema de evaluación y monitoreo de estrategias de remediación de suelos contaminados por combustib les","CEDRIC LITTLE ORELLANA"
"CA13I10353","II CONCURSO CIENCIA APLICADA FONDEF  2013","MINERIA","PROTOTIPO DE LABORATORIO PARA INDUCIR LA FRAGMENTACIÓN DE MINERALES VIA LA APLICACIÓN CONTINUA DE PU LSOS  DE MICROONDAS","WALDO VALDERRAMA REYES"
"IT13I20002","II CONCURSO INVESTIGACIÓN TECNOLÓGICA PROGRAMA IDEA","ENERGIA Y AGUAS","AQUASAT: UN SERVICIO INTEGRADO PARA EL MANEJO SITIO-ESPECÍFICO DEL AGUA DE RIEGO","MARIO LILLO SAAVEDRA"
"IT13I20003","II CONCURSO INVESTIGACIÓN TECNOLÓGICA PROGRAMA IDEA","MANUFACTURA","VALIDACIÓN IN-SITU DEL EFECTO ANTIMICROBIANO DE POLÍMEROS CON NANOPARTÍCULAS BASADAS EN COBRE EN INS TALACIONES HOSPITALARIAS","HUMBERTO PALZA CORDERO"
"IT13I20006","II CONCURSO INVESTIGACIÓN TECNOLÓGICA PROGRAMA IDEA","ENERGIA Y AGUAS","UN ATLAS DE OLEAJE PARA CHILE","JOSE BEYÁ"
"IT13I20008","II CONCURSO INVESTIGACIÓN TECNOLÓGICA PROGRAMA IDEA","PESCA Y ACUICULTURA","PRODUCCIÓN OUT-DOOR A ESCALA PILOTO DE ROTÍFEROS COMO VECTOR DE INGRESO DE CONSORCIOS MICROBIANOS BE NÉFICOS PARA CULTIVOS ACUÍCOLAS","FERNANDO SILVA ACIARES"
"CA12I10248","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","AGROPECUARIA ","EVALUACIÓN DE ESTRATEGIAS MICROBIOLÓGICAS, ENZIMÁTICAS Y OPERACIONALES PARA LA PRODUCCIÓN DE VINO REDUCIDO EN ALCOHOL","ALEJANDRA URTUBIA URBINA"
"IT13I20010","II CONCURSO INVESTIGACIÓN TECNOLÓGICA PROGRAMA IDEA","TECNOLOGÍA DE LA INFORMACIÓN Y COMUNICACIONES","GEMS: GESTIÓN EXPERIMENTAL DE LA MEJORA DE SOFTWARE","MARíA BASTARRICA PIñEYRO"
"IT13I20015","II CONCURSO INVESTIGACIÓN TECNOLÓGICA PROGRAMA IDEA","TECNOLOGÍA DE LA INFORMACIÓN Y COMUNICACIONES","REDES INALÁMBRICAS DE SENSORES: DESARROLLO DE SOLUCIONES PRECOMPETITIVAS","CHRISTIAN OBERLI"
"ID15I10142","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","AGROPECUARIA","ESTIMACIóN DEL CONTENIDO DE ACEITE EN OLIVAS EN BASE A TECNOLOGíAS NO DESTRUCTIVAS","MARCO MORA COFRE"
"IT13I20027","II CONCURSO INVESTIGACIÓN TECNOLÓGICA PROGRAMA IDEA","EDUCACION Y CIENCIAS SOCIALES","ESTRATEGIA PARA EL MEJORAMIENTO DEL CLIMA EMOCIONAL EN EL AULA","DANTE CASTILLO GUAJARDO"
"IT13I20031","II CONCURSO INVESTIGACIÓN TECNOLÓGICA PROGRAMA IDEA","EDUCACION Y CIENCIAS SOCIALES","DESARROLLO DE UNA HERRAMIENTA PARA LA EVALUACIÓN ECONÓMICA DE NIVELES DE SERVICIO AL CLIENTE EN RETA IL","MARCELO OLIVRES ACUÑA"
"IT13I20037","II CONCURSO INVESTIGACIÓN TECNOLÓGICA PROGRAMA IDEA","ENERGIA Y AGUAS","DESARROLLO DE UN SISTEMA INTEGRADO PARA EL PRONÓSTICO DE CAUDALES EN CUENCAS DE MONTAÑA PARA LA OPER ACIÓN DE CENTRALES HIDROELÉCTRICAS","BONIFACIO FERNANDEZ LARRAÑAGA"
"IT13I20042","II CONCURSO INVESTIGACIÓN TECNOLÓGICA PROGRAMA IDEA","MINERIA","SISTEMA EXPERTO PARA PROCESOS INDUSTRIALES DE BIOLIXIVIACIÓN","CECILIA DEMERGASSO SEMENZATO"
"CA12I10236","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","AGROPECUARIA","ESTIMACIÓN DE LA MADUREZ FENÓLICA DE LA UVA BASADA EN IMÁGENES DE LA SEMILLA","MARCO MORA COFRE"
"ID14I10098","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","AGROPECUARIA","ENZIMA DE ORIGEN ANTARTICO CON ACTIVIDAD BETA GALACTOSIDASA ALTAMENTE EFICIENTE EN DESLACTOSAR LECH E A BAJA TEMPERATURA","Renato Chavez"
"IT13I20049","II CONCURSO INVESTIGACIÓN TECNOLÓGICA PROGRAMA IDEA","EDUCACION Y CIENCIAS SOCIALES","PLATAFORMA TECNOLÓGICA BASADA EN WEB INTELLIGENCE QUE CAPTURA Y GENERA INFORMACIÓN EN FORMA UBICUA Y ADAPTABLE EN FUNCIÓN DEL ENTORNO, PARA LA CREACIÓN DE VALOR EN EL SECTOR TURISMO","JUAN VELASQUEZ SILVA"
"CA12I10307","I CONCURSO CIENCIA APLICADA DEL PROGRAMA IDEA DE FONDEF","AGROPECUARIA","ENVASES TERMOFORMADOS BIODEGRADABLE E INHIBIDORES DE MICROORGANISMOS FITOPATÓGENOS Y SAPROFITOS.","PEDRO AQUEVEQUE MUÑOZ"
"IT13I20060","II CONCURSO INVESTIGACIÓN TECNOLÓGICA PROGRAMA IDEA","SALUD","MÁQUINAS QUE APRENDEN PARA LA ESTIMACIÓN NO INVASIVA Y MÍNIMAMENTE INTRUSIVA (NIMI) DE PRESIÓN ARTER IAL: ENSAYOS CLÍNICOS EN VOLUNTARIOS SANOS, Y ENSAYOS PRELIMINARES EN FASE II.","ANTONIO GLARIA BENGOECHEA"
"ID14I10108","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","AGROPECUARIA","EFECTO DE FACTORES DETERMINANTES EN LA MICROPROPAGACION DE CLONES SELECCIONADOS DE MAQUI (ARISTOTELI A CHILENSIS) PARA EL DESARROLLO DE UN PROTOCOLO EFICIENTE DE MULTIPLICACION IN VITRO","HERMINE VOGEL"
"ID14I10016","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","ENERGIA Y AGUAS","SISTEMA DE PRONOSTICO DE LA ENERGIA GENERADA POR UN PARQUE EOLICO","SONIA MONTECINOS GEISSE"
"ID14I10017","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","EDUCACION Y CIENCIAS SOCIALES","RACCONTO RECOMENDACION Y PERFILAMIENTO DE PIEZAS DE MUSEO BASADOS EN SENSIBILIDAD AL CONTEXTO DE US UARIO Y ONTOLOGIAS CULTURALES","JAVIER PEREIRA RETAMALES"
"ID14I10026","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","INFRAESTRUCTURA","SISTEMA AUTOMATIZADO DE MONITOREO Y GESTION DE EDIFICACIONES QUE EVALUA ECONOMICAMENTE LA IMPLEMENTA CION DE MEDIDAS Y TECNOLOGIAS PARA LA EFICIENCIA ENERGETICA","MARÍA DEL CAMPO HITSCHFELD"
"ID14I10145","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","AGROPECUARIA","DETECCION DE CELOS DE VACAS BASADO EN MONITOREO EN TIEMPO REAL DE SEÑALES DE TEMPERATURA Y MOVIMIENT O MEDIANTE REDES DE SENSORES INALAMBRICOS","CARLOS MUÑOZ POBLETE"
"ID14I10058","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","EDUCACION Y CIENCIAS SOCIALES","DESARROLLO DE UN PROGRAMA DE FORTALECIMIENTO DE PRACTICAS PARENTALES CON FOCO EN LA PREVENCION E INT ERVENCION TEMPRANA EN PROBLEMAS Y TRASTORNOS DE CONDUCTA DE NIÑOS Y NIÑAS PREESCOLARES","FELIX COVA SOLAR"
"ID14I10063","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","ENERGIA Y AGUAS","DISEÑO E IMPLEMENTACION DE UN PROTOTIPO EXPERIMENTAL DE MICRO REDES PARA COMUNIDADES MAPUCHE","Doris Saez Hueichapan"
"IT13I20009","II CONCURSO INVESTIGACIÓN TECNOLÓGICA PROGRAMA IDEA","AGROPECUARIA","DESARROLLO Y VALIDACIÓN DE UNA VACUNA PARA LA INMUNOCASTRACIÓN DE BOVINOS","LEONARDO SAENZ ITURRIAGA"
"ID14I10072","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","PESCA Y ACUICULTURA","CONTROL MICROBIOLOGICO DE LAS ETAPAS PRIMARIAS DE LA FORMACION DE BIOFOULING EN SUSTRATOS MARINOS","FERNANDO SILVA ACIARES"
"ID14I10078","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","EDUCACION Y CIENCIAS SOCIALES","MEDICION DEL COMPROMISO DEL NIÑO, NIÑA Y ADOLESCENTE CON SUS ESTUDIOS PARA LA PROMOCION DE TRAYECTOR IAS EDUCATIVAS EXITOSAS","MAHIA SARACOSTTI SCHWARTZMAN"
"ID14I10081","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","INFRAESTRUCTURA","PANEL AISLANTE TERMICO SUSTENTABLE A PARTIR DE CORTEZA DE EUCALYPTUS SP.","CECILIA FUENTEALBA BECERRA"
"ID14I10084","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","SALUD","DESARROLLO DE ANTICUERPOS TERAPEUTICOS HUMANOS PARA EL TRATAMIENTO DEL SINDROME CARDIOPULMONAR POR H ANTAVIRUS (SCPH)","Maria Barria Carcamo"
"ID14I10090","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","PESCA Y ACUICULTURA","DESARROLLO DE UNA PLATAFORMA GENOMICA EN SALMON COHO, PARA LA IMPLEMENTACION DE PROGRAMAS DE MEJORA MIENTO GENETICO SUSTENTABLE EN CHILE","VICTOR MARTINEZ MONCADA"
"ID14I10094","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","EDUCACION Y CIENCIAS SOCIALES","EVALUACION DE LA EFICACIA DEL USO DE TECNOLOGIA DE LA INFORMACION EN EL AULA DE PRIMER CICLO BASICO, PARA LA PROMOCION DE LA ARGUMENTACION ORAL Y EL APRENDIZAJE EN CIENCIAS.","ANTONIA LARRAIN SUTIL"
"ID17AL0007","PRIMER CONCURSO IDEA EN DOS ETAPAS TEMATICO EN INOCUIDAD Y CALIDAD ALIMENTARIA","AGROPECUARIA","DESARROLLO Y VALIDACIÓN DE UNA BIOFORMULACIÓN EN BASE A BACTERIAS Y ADYUVANTES NATURALES NATIVOS PAR A EL CONTROL DE PUDRICIÓN GRIS (BOTRYTIS CINEREA)","EVELYN SILVA MORENO"
"IT14I10011","III CONCURSO DE INVESTIGACIÓN TECNOLÓGICA PROGRAMA IDEA","AGROPECUARIA","DESARROLLO Y VALIDACIóN DE UN ALIMENTO FUNCIONAL CáRNICO RICO EN FIBRA Y ANTIOXIDANTES A BASE DE H ARINA DE BAGAZO DE UVA PARA BENEFICIAR EL CONSUMO DE FIBRA Y ANTIOXIDANTES EN LA POBLACIóN CHILENA","ATTILIO RIGOTTI RIVERA"
"ID14I10201","I CONCURSO IDEA EN DOS ETAPAS; CIENCIA APLICADA (ETAPA 1)","AGROPECUARIA","DESARROLLO Y VALIDACION DE TECNICAS MULTIPLEX DE QRT PCR PARA EL DE DIAGNOSTICO Y TIPIFICACION EN TI EMPO REAL DEL VIRUS DEL SINDROME RESPIRATORIO Y REPRODUCTIVO PORCINO Y EL VIRUS DE INFLUENZA EN CERD OS DE PRODUCCION INTENSIVA","RAFAEL MEDINA SILVA"
"ID15I10180","II CONCURSO IDEA EN DOS ETAPAS, DE FONDEF DE CONICYT 2015","AGROPECUARIA","DESARROLLO Y EVALUACIóN DE UNA BARRA DE FRUTAS FORTIFICADAS CON COMPONENTES BIOACTIVOS UTILIZANDO TE CNOLOGíA COMBINADA DE IMPREGNACIóN A VACíO Y SECADO A TEMPERATURAS MODERADAS","JORGE MORENO CUEVAS"
