"","","","","","","","","",""
"PROYECTOS DE INVESTIGACION Y DESARROLLO DESDE EL AÑO 2000","","","","","","","","",""
"(Los montos están en miles $)","","","","","","","","",""
"","","","","","","","","",""
"CODIGO","AÑO CONCURSO","TITULO","PALABRA CLAVE 1","PALABRA CLAVE 2","PALABRA CLAVE 3","DIRECTOR GENERAL","FECHA INICIO","FECHA TERMINO","MONTO ADJ. FONDEF"
"D04I1083","2004","DESARROLLO DE UN REACTOR MOLECULAR PARA LA GENERACION DE ENERGIA A PARTIR DE BIOMASA   A PEQUENA Y M EDIANA ESCALA ","Biomasa","Reactor Molecular","Energía","MISAEL GUTIERREZ DAURE","1/10/2006","7/30/2009","199.000"
"D04I1084","2004","EXPLORACION MINERA MEDIANTE VEHICULOS AEREOS AUTONOMOS  ","Exploración","Aérea","Robótica","GONZALO ACUNA LEIVA","12/1/2005","10/30/2008","282.000"
"D04I1110","2004","PRODUCCION Y TRANSFERENCIA DE UN MODELO EDUCACIONAL  PARTICIPATIVO PARA LA IGUALDAD DE OPORTUNIDADES Y FOMENTO A LA PRODUCTIVIDAD LABORAL CON PERSPECTIVA DE GENERO Y GENERACION, DIRIGIDO A MUJERES ","EDUCACIÓN","PRODUCTIVIDAD","EQUIDAD","KEMY OYARZUN VACCARO","1/2/2006","1/31/2008","97.000"
"D04I1111","2004","HIDRATOS DE GAS SUBMARINOS, ANALISIS DE LOS ESCENARIOS DE EXPLORACION Y PRODUCCION COMO CONTRIBUCION A LA MATRIZ ENERGETICA NACIONAL ","GAS","RESERVORIOS","TECNOLOGÍAS","JUAN DIAZ NAVEAS","2/3/2006","10/31/2010","200.000"
"D04I1142","2004","DESARROLLO DE NUEVOS PRODUCTOS DE CARNES DE VACUNO MEDIANTE ENVASADO NO CONVENCIONAL PARA MERCADO DE EXPORTACION ","MAP","CARNES","EXPORTACION","ESTRELLA ASPE LILLO","12/20/2005","11/19/2007","166.000"
"D04I1153","2004","DESARROLLO DE BIOCONTROLADORES DE LISTERIA MONOCYTOGENES PARA SU INCORPORACION AL PROCESAMIENTO INDUSTRIAL DEL SALMON ","BIOCONTROL","LISTERIA","SALMÓN","RENATE SCHÖBITZ TWELE","2/15/2006","12/15/2009","196.000"
"D04I1168","2004","MODELOS Y HERRAMIENTAS PARA LA GESTION EN SALUD  ","HERRAMIENTAS","GESTIÓN","SALUD","FRANCISCO RAMIS LANYON","1/2/2006","10/1/2008","168.000"
"D04I1169","2004","DESARROLLO DE UN SISTEMA DE MONITOREO Y CONTROL DE LA EXPRESION GENICA PARA LA OPTIMIZACION DE PROCE SOS INDUSTRIALES DE BIOLIXIVIACION DE MINERALES SULFURADOS DE COBRE ","BIOLIXIVIACI?","CONTROL G?ICO","BIOPEL?ULAS","CECILIA DEMERGASSO SEMENZATO","12/16/2005","3/2/2009","317.000"
"D04I1173","2004","BASES PARA EL ESCALAMIENTO PRODUCTIVO DE LAS TECNOLOGIAS DE CULTIVO DEL PEJERREY  ","Produccion","Pejerrey","Cultivo","MARIA GUARDA FAULBAUM","2/15/2006","6/15/2009","230.000"
"D04I1174","2004","DESARROLLO DE UN MODELO DE ATENCION TELEFONICA (MATS), COMO COMPONENTE  DE  PROGRAMAS DE SALUD CARDI OVASCULAR, PARA MEJORAR EL APOYO A LA  TOMA DE DECISIONES EN  SALUD, AUTOCUIDADO, SATISFACCION USUAR IA Y COMPENSACION METABOLICA  DE  PERSONAS CON DIABETE","MODELO TELEFONICO","DIABETICOS","GARANTIAS EN SALUD","ILTHA LANGE HAENSGEN","1/1/2006","9/30/2008","253.000"
"D04I1176","2004","DESARROLLO DE PERFILES DE MADERA RECONSTITUIDA, A TRAVES DE UN PROCESO DE EXTRUSION REACTIVA  ","Madera","Extrusión","Perfiles","ALEX BERG GEBERT","4/1/2006","7/31/2008","203.000"
"D04I1177","2004","DISEÑO, DESARROLLO, EVALUACION Y EMPAQUETAMIENTO DE PRODUCTOS Y SERVICIOS PARA EL MERCADO EDUCATIVO HISPANOPARLANTE EN CIENCIAS Y MATEMATICAS PARA LA ENSEÑANZA PRIMARIA QUE INTEGRAN RECURSOS EDUCATIVOS DIGITALES Y NO-DIGITALES, VINCULANDO LAS EXPERIENCIAS","Medios Enseñanza","Informática Educativa","Educación Primaria","MIGUEL NUSSBAUM VOEHL","1/16/2006","7/15/2008","181.000"
"D04I1185","2004","DESARROLLO DE ADITIVOS QUIMICOS DESDE TALL OIL PARA MEJORAR LA COMPATIBILIDAD DE COMPUESTOS MADERA PLASTICO ","TALL OIL MODIFICADO","COMPATIBILIDAD","MADERA-PLÁSTICO","ALDO BALLERINI ARROYO","1/2/2006","1/2/2009","222.000"
"D04I1188","2004","CARBOHIDRATOS BIOLOGICAMENTE ACTIVOS PARA MEJORAR LA COMPETITIVIDAD DE LA INDUSTRIA ACUICOLA  ","Carbohidratos","salmónidos","crecimiento","MIGUEL RIOS RAMIREZ","2/3/2006","5/30/2008","275.000"
"D04I1190","2004","PROPUESTA DE UN PLAN DE MANEJO SUSTENTABLE DE BOSQUES DE MACROCYSTIS MEDIANTE UN PROTOTIPO PARA COSECHA MECANIZADA ","Macrocystis","Manejo","Cosechador","DIETER KONOW HOTT","12/12/2005","4/30/2008","208.000"
"D04I1196","2004","MACROLIFE: SUPLEMENTO NUTRITIVO PARA MEJORAR LA CALIDAD DE VIDA EN LA TERCERA EDAD  ","nutrición","tercera edad","distrofia muscular","JORGE ESCOBAR FICA","2/6/2006","2/5/2008","265.000"
"D04I1203","2004","APLICACION DE HERRAMIENTAS BIOTECNOLOGICAS BASADAS EN CONTROL MICROBIOLOGICO Y ALIMENTO PROBIOTICO PARA LA OBTENCION DE SEMILLAS DE CONCHOLEPAS CONCHOLEPAS EN EL NORTE DE CHILE.","C. concholepas","biotecnologia","alimento probiotico","MARIO LODY CORTES","12/1/2005","7/31/2008","219.000"
"D04I1206","2004","DESARROLLO DE SOFTWARE PARA UN NUEVO ANALISIS MATEMATICO DE SENALES ELECTROCARDIOGRAFICAS PARA DIAGN OSTICO CLINICO ","electrocardiografo","análisis matemático","diagnóstico","RAUL JIMENEZ CASTRO","12/15/2005","5/31/2009","156.000"
"D04I1223","2004","BIOTRATAMIENTO DE LA MADERA DE EUCALIPTO SPP. PARA MEJORAR LA EFICIENCIA DEL PROCESO DE PULPAJE KRAFT ","Biotratamiento","extraibles","eucalipto spp","JOSE NAVARRETE ARAYA","3/1/2006","10/28/2010","166.000"
"D04I1237","2004","NEUROCIRUGIA ASISTIDA POR COMPUTADOR: MODELAMIENTO BIOMECANICO DE TEJIDOS BLANDOS CEREBRALES Y DESARROLLO DE SOFTWARE PER-OPERATIVO DE NEURONAVEGACION. ","neuronavegación","brain-shift","biomecánica","RAUL GOUET BAÑARES","4/1/2006","12/31/2011","207.000"
"D04I1240","2004","EVALUACION DE LA EFICACIA INMUNOMODULADORA DE UNA COMPOSICION DE LABDANOS DITERPENICOS Y DESARROLLO DE NUEVOS ANALOGOS SINTETICOS ","Andrografolido","Inmunofarmacología","Enfermedades","RAFAEL BURGOS AGUILERA","1/2/2006","4/30/2009","245.000"
"D04I1247","2004","CARACTERIZACION A NIVEL MOLECULAR DEL VENENO DE LOXOSCELES LAETA (ARAÑA DE RINCON). OBTENCION DE UN ANTIDOTO ESPECIFICO Y ELABORACION DE UN KIT DIAGNOSTICO PARA DETECCION TEMPRANA DE LA MORDEDURA ","Loxoscelismo","Antidoto","Kit diagnóstico","JORGE ARAYA ROJAS","3/20/2006","6/20/2010","107.000"
"D04I1251","2004","MEJORAMIENTO BIOTECNOLOGICO DE LA PRODUCCION Y APLICACION DE COMPUESTOS ANTIFOULING DE ORIGEN BACTERIANO PARA LA INDUSTRIA MARINA ","biofouling","biopeliculas","antifouling","MARIA CLARKE GUERRA","12/1/2005","5/31/2008","229.000"
"D04I1255","2004","EVALUACION DE RESISTENCIA AL BENZOATO DE EMAMECTINA EN CALIGUS ROGERCRESSEYI E IMPLEMENTACION DE ESTRATEGIAS PARA MINIMIZAR SU DESARROLLO. ","Caligus","Emamectina","Resistencia","SANDRA BRAVO SEGURA","3/1/2006","9/1/2008","150.000"
"D04I1256","2004","BIOMETRIA PARA VIGILANCIA INTELIGENTE POR VIDEO: DETECCION, SEGUIMIENTO, IDENTIFICACION, Y DETERMINA CION DE COMPORTAMIENTO ","Biometría","Vigilancia","Inteligente","CLAUDIO PEREZ FLORES","1/2/2006","12/31/2008","244.000"
"D04I1257","2004","DESARROLLO DE UNA CAPACIDAD CIENTIFICO-TECNOLOGICA  EN MODELACION MATEMATICA Y SIMULACION PARA EL CONTROL DE REDES BIOLOGICAS EN PROCESOS PRODUCTIVOS. APLICACION A LA BIOLIXIVIACION BACTERIANA","modelos matemáticos","redes biólogicas","biominería","ALEJANDRO MAASS SEPULVEDA","12/26/2005","10/25/2008","195.000"
"D04I1258","2004","OPTIMIZACION Y DESARROLLO BIOTECNOLOGICO DE UN SISTEMA PRODUCTIVO PARA EL CULTIVO MASIVO DE MICROALG AS, ORIENTADO A LA OBTENCION DE PRODUCTOS DE ALTO VALOR COMERCIAL,  EN EL NORTE DE CHILE ","Fotobiorreactores","Microalgas","Pigmentos","MARCELA AVILA LAGOS","1/25/2006","4/25/2009","257.000"
"D04I1259","2004","OPTIMIZACION DE LOS SISTEMAS DE CULTIVO DE ENGORDA PARA AUMENTAR LA PRODUCTIVIDAD DE LAS AREAS DE CU LTIVO DE MITILIDOS ","Optimización","Cultivo","Mitílidos","ELISA PACHECO SANCHEZ","2/1/2006","8/31/2008","240.000"
"D04I1263","2004","AUMENTO DE LA PRODUCTIVIDAD FORESTAL DEL SECANO A TRAVES DEL DESARROLLO DE RAZAS GENETICAS  ","PRODUCTIVIDAD","GENÉTICA","SECANO","FERNANDO DROPPELMANN FELMER","2/22/2006","5/31/2011","195.000"
"D04I1271","2004","DESARROLLO DE SISTEMAS INTENSIVOS DE ESTABLECIMIENTO DE PLANTACIONES  DE COIGsE Y RAULI PARA AUMENTA R  LA OFERTA DE MADERAS DE ALTA CALIDAD ","PLANTACIONES","COIGUE","RAULI","EMILIO GUERRA BUGUEÑO","3/1/2006","2/28/2009","180.000"
"D04I1278","2004","MARCADORES MOLECULARES PARA EL MEJORAMIENTO GENETICO DE ARGOPECTEN  PURPURATUS  ","Microsatelite","Mejoramiento genetic","ARGOPECTEN  PURPURAT","HECTOR BUSTOS ROJAS","1/11/2006","3/31/2008","264.000"
"D04I1280","2004","MODELO DE MEJORAMIENTO DE COMPETITIVIDAD, BASADO EN LA CALIDAD DE VIDA LABORAL  ","Calidad Vida Laboral","Productividad","Competitividad","ANA ROA VALLEJOS","12/9/2005","7/31/2009","120.000"
"D04I1285","2004","AUMENTO DE LA EFICIENCIA EN LA PRODUCCION DE SEMILLAS DE ABALON ROJO Y VERDE MEDIANTE EL CONTROL DE VARIABLES ABIOTICAS EN SISTEMA CERRADO Y  DESARROLLO DE UNA DIETA ESPECIFICA PARA  REPRODUCTORES ","abalon","hatchery","acondicionamiento","GERMAN MERINO ARANEDA","12/1/2005","9/1/2008","156.000"
"D04I1286","2004","PROTOTIPOS DE PINTURAS E HILOS DE QUITOSANO Y QUITOSANO-CU PARA REDES DE SISTEMAS INTENSIVOS DE CULT IVOS DE PECES Y SUS APLICACIONES COMO AGENTE ANTIMICOTICO, EN AGUA DULCE, Y ANTIFOULING DE DESCARGA LENTA EN AGUA DE MAR.","QUITOSANO","ANTIFOULING","ANTIMICOTICO","GALO CARDENAS TRIVIÑO","12/1/2005","7/31/2008","224.000"
"D04I1288","2004","MARICULTURA DE MACROCYSTIS EN CHILE: INTRODUCCION A TECNICAS DE HIBRIDACION, CARACTERIZACION DE CLONES PARENTALES E HIBRIDACION RECIPROCA ","cultivo","hibridos","caracterización","RENATO WESTERMEIER HITSCHFELD","2/4/2006","4/30/2009","224.000"
"D04I1296","2004","OPERACION DE ESCALAMIENTO PRODUCTIVO PARA EL CULTIVO DE MERLUZA AUSTRAL (MERLUCCIUS AUSTRALIS) ","Cultivo","Merluza","Escalamiento","ANTONIO VELEZ MEDEL","12/12/2005","12/11/2007","146.000"
"D04I1307","2004","NUEVO PROCESO CONTINUO DE CONVERSION DE MATA A COBRE BLISTER  ","CONVERSION","MATA","COBRE","GABRIEL RIVEROS URZUA","12/20/2005","4/30/2010","229.000"
"D04I1313","2004","CONSTRUCCION DE UN INSTRUMENTO PARA EVALUAR LA CALIDAD DE LA RESPUESTA EDUCATIVA A LOS ALUMNOS CON NECESIDADES EDUCATIVAS ESPECIALES EN LA ESCUELA COMUN ","EDUCACIÓN (APRENDIZA","NEE (DIVERSIDAD)","CALIDAD (RESPUESTA)","CYNTHIA DUK HOMAD","12/26/2005","5/26/2008","117.000"
"D04I1326","2004","DESARROLLO DE SOPORTES SUSTENTADOS EN PROBIOTICOS PARA USO  INTRAHOSPITALARIO, QUE REDUZCAN EL EMPLE O DE ANTIBIOTICOS Y LA MORBIMORTALIDAD ORIGINADA POR LAS INFECCIONES NOSOCOMIALES ","probiótico","nosocomial","prevención","ERICA CASTRO INOSTROZA","12/1/2005","6/30/2009","321.000"
"D04I1333","2004","DESARROLLO DE UN MODELO PARA PREDECIR LA CAPACIDAD AMBIENTAL  DE UN CENTRO ACUICOLA Y SU EFECTO EN LA  PRODUCCION ","capacidad ambiental","oxígeno","producción","MARCO SALAMANCA ORREGO","2/3/2006","7/3/2008","180.000"
"D04I1334","2004","SISTEMA DE DETECCION E IDENTIFICACION DE FENOMENOS GEOLOGICOS E HIDROLOGICOS Y OBJETOS BAJO SUPERFIC IE: APLICACION AL DEMINING HUMANITARIO ","Percepción Remota","Radar GPR SAR","Demining Humanitario","MARIO DURAN TORO","12/22/2005","1/31/2008","292.000"
"D04I1338","2004","DESARROLLO DE NUEVOS PRODUCTOS PARA EL DIAGNOSTICO Y TERAPIA DEL CANCER.  ","RNA quimerico","cancer","diagnostico","LUIS BURZIO ERIZ","1/6/2006","1/5/2009","148.000"
"D04I1346","2004","EVALUACION AGRONOMICA Y PROPAGACION DE NUEVOS PORTAINJERTOS Y VARIEDADES DE PALTO EN DISTINTAS ZONAS AGROCLIMATICAS DE CHILE ","portainjerto","propagación","evaluación","MONICA CASTRO VALDEBENITO","12/1/2005","12/1/2012","239.000"
"D04I1374","2004","INVESTIGACION, DESARROLLO Y PRODUCCION DE PROTEASAS Y LIPASAS CRIOFILICASCOMERCIALES DE KRILL Y BACT ERIAS ANTARTICAS ","PROTEASA-CRIOFILICA","LIPASA-CRIOFILICA","ORIGEN ANTARTICO","JUAN ASENJO DE LEUZE","11/28/2005","6/30/2009","283.000"
"D04I1387","2004","DESTRUCCION DE SUSTANCIAS TOXICAS CLORADAS, SIN CONTAMINACION DEL MEDIO AMBIENTE  ","Destrucción","Tóxicos Clorados","Medio Ambiente","JULIO SEEGER STEIN","12/1/2005","12/1/2007","157.000"
"D04I1392","2004","CONFIABILIDAD DE SISTEMAS INDUSTRIALES CON EL CONTROL Y MITIGACION DEL NIVEL DE INTERFERENCIAS CONDUCIDAS EMI / EMC ","Confiabilidad","Interferencias","EMC EMI","JORGE PONTT OLIVARES","3/1/2006","4/30/2008","146.000"
"D04I1401","2004","DESARROLLO CIENTIFICO-TECNOLOGICO DE LA PRODUCCION DE JUVENILES DE CEFALOPODOS  ","Cefalópodos","paralarvas","juveniles","IKER URIARTE MERINO","3/6/2006","5/21/2008","117.000"
"D04I1410","2004","JAIBAS BLANDAS (SOFT SHELL CRAB): INVESTIGACION Y DESARROLLO TECNOLOGICO PARA UN NUEVO PRODUCTO DE EXPORTACION ","Acuicultura","Jaibas","Blandas","JAIME MERUANE ZUMELZU","11/4/2005","8/5/2008","136.000"
"D04I1420","2004","EVALUACION DE LOS PUNTOS CRITICOS EN EL PROCESO PRODUCTIVO DEL HALIBUT DEL ATLANTICO (HIPPOGLOSSUS HIPPOGLOSSUS) EN MAGALLANES ","PUNTOS CRITICOS","PROCESOS PRODUCTIVOS","HALIBUT ATLANTICO","PABLO GALLARDO OJEDA","1/27/2006","9/30/2008","146.000"
"D04I1428","2004","ARQUITECTURA CONFIGURABLE PARA LA OPTIMIZACION DE LA LOGISTICA DE PRODUCCION EN LA INDUSTRIA DE PROCESOS POR LOTES ","Software","Operaciones","Manufactura","SERGIO FLORES URQUIZA","2/15/2006","3/31/2009","136.000"
"D04I1432","2004","FORMACION Y CONSERVACION DE STOCK DE REPRODUCTORES SALVAJES PARA SUSTENTAR LA PRODUCCION NATURAL DE SALMONIDEOS EN LA REGION SUR - AUSTRAL (X, XI Y XII REGIONES) ","Conservacion","salmonideos","salvajes","(Q.E.P.D.) TIRSO POBLETE ARELLANO","3/15/2006","3/14/2008","220.000"
"D04I1433","2004","FORMULACION Y FABRICACION DE ALIMENTOS ESPECIFICOS PARA EL DESARROLLO DEL CULTIVO DE PECES NATIVOS E INTRODUCIDOS DE IMPORTANCIA COMERCIAL, COMO BASE PARA EL DESARROLLO DE LA DIVERSIFICACION DE LA ACUICULTURA EN CHILE.","Acuicultura","Diversificación","Alimentos","ALBERTO MEDINA AGUILERA","3/1/2006","8/29/2008","181.000"
"D04I1455","2004","UTILIZACION DE ISCOMS EN PREPARACION DE VACUNA CONTRA VIRUS RESPIRATORIO SINCICIAL. ","Vacuna","VRS","ISCOM","LUIS AVENDAÑO CARVAJAL","1/1/2006","12/30/2008","214.000"
"D05I10006","2005","INVESTIGACIÓN Y DESARROLLO DE LA TECNOLOGÍA DE CULTIVO DEL POLIQUETO PERINEREIS GUALPENSIS.  ","PERINEREIS","ACUICULTURA","POLIQUETOS","GUILLERMO VALENZUELA OLEA","3/20/2007","3/20/2010","212.000"
"D05I10013","2005","AUMENTO DE LA PRODUCTIVIDAD DEL CULTIVO DE ABALÓN ROJO (HALIOTIS RUFESCENS) MEDIANTE MEJORAMIENTO GE NÉTICO Y CONTROL DE PATÓGENOS. ","ABALON","GENETICA","PATOLOGíA","FEDERICO WINKLER MANNS","3/1/2007","6/30/2011","315.000"
"D05I10021","2005","PRODUCTOS TERAPÉUTICOS ANTICARIOGÉNICOS, APROVECHAMIENTO DE LAS PROPIEDADES ANTIBACTERIANAS DE MIELE DE ABEJA Y PROPÓLEOS CON ORIGEN NATIVO: UNA NUEVA ALTERNATIVA DE DESARROLLO PARA LA INDUSTRIA APÍCO LA","MIEL DE ABEJAS","PROPOLEO","CARIES","LUIS SALAZAR NAVARRETE","1/2/2007","10/25/2010","135.000"
"D05I10027","2005","DESARROLLO DE UN PROTOCOLO DE PCR CUANTITATIVO EN TIEMPO REAL (QPCR), PARA LA DETECCIÓN Y CUANTIFICA CIÓN DE MALEZAS HOLOPARÁSITAS CUARENTENARIAS (OROBANCHE SPP) QUE CONTAMINAN SEMILLAS Y SUELOS EN CHI LE","QPCR","OROBANCHE","DETECCIóN","JORGE DIAZ SANCHEZ","4/2/2007","7/31/2010","109.900"
"D05I10038","2005","EVALUACION DEL RECURSO EOLICO EN EL NORTE CHICO DE CHILE PARA SU APROVECHAMIENTO EN LA GENERACION DE ENERGIA ELECTRICA ","VIENTO","ENERGíA EóLICA","ENERGíA ELéCTRICA","SONIA MONTECINOS GEISSE","3/5/2007","5/5/2010","195.000"
"D05I10048","2005","IMPLEMENTACIÓN DE UN PROGRAMA DE MEJORAMIENTO GENÉTICO Y OBTENCIÓN DE NUEVAS VARIEDADES DE CÍTRICOS IN SEMILLAS MEDIANTE EL USO DE HERRAMIENTAS BIOTECNOLÓGICAS. 1ERA PARTE. ","BIOTECNOLOGíA","NUEVAS VARIEDADES","CíTRICOS","JOHANNA MARTIZ MARTIZ","1/2/2007","1/2/2012","277.700"
"D05I10054","2005","SISTEMA INTEGRADO DE TOMA Y PROCESAMIENTO DE MUESTRAS ATMOSFERICAS EN AMBIENTES LABORALES PARA LA DE TERMINACIÓN DE COMPUESTOS ORGÁNICOS VOLATILES ","SALUD OCUPACIONAL","COVS","BIOMONITOREO","FRANCISCO CERECEDA BALIC","3/1/2007","7/31/2011","297.600"
"D05I10061","2005","NUEVAS ALTERNATIVAS DE MANEJO Y CONTROL DE LA SINTOMATOLOGÍA DEL SÍNDROME CLIMATÉRICO PARA MEJORAR L A CALIDAD DE VIDA DE LA MUJER: SU IMPACTO SOCIO-ECONOMICO.   "" ","MUJER","CLIMATERIO","IMPACTO","VICTOR SILVA VARGAS","4/2/2007","4/1/2010","131.050"
"D05I10086","2005","VARIEDADES Y ESTRATEGIAS PARA LA PRODUCCION  Y COMERCIALIZACION DE MURTILLA (UGNI MOLINAE  TURCZ.), EN EL MERCADO GLOBAL ","VARIEDADES","MURTILLA","MERCADO","IVETTE SEGUEL BENITEZ","1/8/2007","8/30/2013","384.300"
"D05I10098","2005","MEJORAMIENTO DE OPERACIONES DE BIOLIXIVIACIÓN DE MINERALES DE COBRE Y ELECTRO-OBTENCIÓN EN PLANTAS A GRAN ALTURA MEDIANTE CALENTAMIENTO DE SOLUCIONES POR INDUCCIÓN MAGNÉTICA ","CALENTAMIENTO","INDUCCION","BIO-LIXIVIACIóN","MANUEL DUARTE MERMOUD","3/1/2007","10/1/2010","343.200"
"D05I10169","2005","OBTENCION DE UN PRODUCTO COMERCIAL EN BASE A BETAINA, PARA SER USADO COMO OSMOREGULADOR EN DIETAS DE ESPECIES ACUATICAS ","BETAíNA","OSMOREGULADOR","ESPECIES ACUáTICAS","BIBIANA BARRANDEGUY HARO","1/2/2007","8/2/2009","200.000"
"D05I10190","2005","NUEVO MODELO DIDACTICO CURRICULAR PARA LA ENSEñANZA DE LA CIENCIA, BASADO EN LA ACUICULTURA DESTINAD A ENSEñANZA BASICA Y MEDIA, EN ESTABLECIMIENTOS COSTEROS ","MODELO DIDACTICO","CIENCIA","ACUICULTURA","HECTOR TOLEDO MUÑOZ","1/8/2007","6/8/2010","156.600"
"D05I10196","2005","DIVERSIFICACIÓN, DESARROLLO TECNOLÓGICO Y COMERCIAL DE HONGOS COMESTIBLES CULTIVADOS EN CHILE  ","HONGOS","COMESTIBLES","DIVERSIFICACIóN","EDUARDO VALENZUELA FLORES","2/15/2007","2/15/2010","199.000"
"D05I10211","2005","HERRAMIENTAS PARA LA FORMACIÓN DE PROFESORES DE MATEMÁTICAS  ","PROFESORES","MATEMáTICAS","ESTUDIO DE CASOS","PATRICIO FELMER AICHELE","3/1/2007","1/30/2010","195.000"
"D05I10217","2005","DESARROLLO DEL CULTIVO DE CENTOLLA, FASE II: OPTIMIZACIÓN DE LA TECNOLOGÍA PARA PRODUCCIÓN DE SEMILL A Y DESARROLLO DE TECNOLOGÍA DE ENGORDA ","CENTOLLA","ENGORDA","NUTRICION","KURT PASCHKE LA MANNA","3/1/2007","8/31/2010","310.000"
"D05I10224","2005","PROSPECCIÓN Y EVALUACIÓN DE PRODUCTOS VEGETALES COMO NUEVA ALTERNATIVA DE ALIMENTO PARA EL CULTIVO I NTENSIVO DEL ABALÓN ROJO. ","ACUICULTURA","ABALONES","ALIMENTO","ALBERTO AUGSBURGER BACHMANN","1/2/2007","5/31/2009","120.000"
"D05I10239","2005","MODELO DE VALOR AGREGADO CUANTITATIVO PARA LA EDUCACIÓN ESCOLAR CHILENA  ","VALOR AGREGADO","EDUCACIóN","evaluacion","DAVID FULLER PADILLA","4/2/2007","5/1/2009","97.000"
"D05I10243","2005","TECNOLOGIAS TIC PARA EL APRENDIZAJE DE IDIOMAS Y EDUTAINMENT EN INTERNET  ","TIC","APRENDIZAJE IDIOMA","EDUTAINMENT","NESTOR BECERRA YOMA","3/1/2007","12/31/2009","136.100"
"D05I10246","2005","INVESTIGACION Y DESARROLLO DE UN BANCO DE GERMOPLASMA CRIOBIOTECNOLOGICO PARA ESPECIES MARINAS  ","GERMOPLASMA","BANCO GENéTICO","CRIOPRESERVACIóN","ENRIQUE DUPRE MORAGAS","1/4/2007","9/4/2009","250.000"
"D05I10251","2005","ADAPTACIÓN DE ESPECIES DE BAMBÚ DE CLIMA TEMPLADO EN CHILE  ","ADAPTACION ESPECIES","BAMBU","CLIMA TEMPLADO","JORGE CAMPOS ROASIO","3/1/2007","4/30/2010","200.000"
"D05I10258","2005","PRODUCCIÓN A ESCALA PILOTO DE HEMBRAS DE CHORO ZAPATO CON COLOR GONADAL MODIFICADO MEDIANTE TÉCNICAS BIOTECNOLÓGICAS ","ESCALA PILOTO","GONADA MODIFICADA","HEMBRAS CHORO ZAPATO","EDUARDO TARIFEÑO SILVA","12/18/2006","6/17/2009","220.000"
"D05I10272","2005","CULTIVO DE ALMEJA VENUS ANTIQUA TIPO    ""BABY CLAM   "", EN LA ZONA INTERMAREAL DEL MAR INTERIOR DE L X RE GIÓN ","CULTIVO","INTERMAREAL","ACUICULTURA","LUIS FILUN VILLABLANCA","1/2/2007","8/2/2009","230.000"
"D05I10286","2005","CONTEXTA: PLATAFORMA DE INTEGRACIÓN SEMÁNTICA Y MANEJO CONTEXTUAL DE COLECCIONES HETEROGÉNEAS DISTRI BUIDAS ","MIDDLEWARE SEMANTICO","ECOSIST. INFORMATICO","CONTEXT-AWARE","HERNAN ASTUDILLO ROJAS","5/22/2007","8/31/2009","130.500"
"D05I10291","2005","DESARROLLO DE INOCULANTES MICROBIANOS PARA MEJORAR LA EFICIENCIA DIGESTIVA, SOBREVIVENCIA Y CRECIMIE TO DE JUVENILES Y ADULTOS DE ABALON ","ABALON","INOCULANTES","BACTERIAS","FERNANDO SILVA ACIARES","3/1/2007","1/1/2010","234.000"
"D05I10298","2005","MANEJO ELECTRONICO DE GANADO  ","MONITOREO","TRAZABILIDAD","CERCO VIRTUAL","ANGEL VIVALLO PINARE","1/3/2007","7/30/2010","171.100"
"D05I10299","2005","DESARROLLO DE TECNOLOGÍA DE RECIRCULACIÓN PARA DISMINUIR EL RIESGO EN EL CULTIVO DE ABALÓN EN TIERRA Y AUMENTAR LA COMPETITIVIDAD DE LAS EMPRESAS ","RECIRCULACION","CALIDAD AGUA","HALIOTIS SPP","JOEL BARRAZA SOTO","3/1/2007","12/1/2009","210.000"
"D05I10303","2005","TECNOLOGÍAS PARA LA SUSTITUCIÓN DE FENOL EN RESINAS DE USO INDUSTRIAL  ","RESINAS FENóLICAS","EXTRACTOS","FORMALDEHíDO","ALEX BERG GEBERT","1/2/2007","11/2/2010","276.000"
"D05I10308","2005","ESCENARIOS CONTEXTUALIZADOS DE APOYO A LA EDUCACIÓN ESCOLAR MEDIANTE VIDEOJUEGOS EDUCATIVOS: DIN MICAS COLABORATIVAS/COMPETITIVAS, DISEÑO COGNITIVO Y CIENCIAS COGNITIVAS DEL APRENDIZAJE E INVESTIGACIÓN EN EL CAMPO DE LOS JUEGOS, APLICADOS A LA EDUCACIÓN","ESCENARIOS EDUCATIVO","DISEñO COGNITIVO","VIDEOJUEGOS","PABLO DARTNELL ROY","3/5/2007","10/29/2009","242.000"
"D05I10323","2005","DESARROLLO DEL CULTIVO DE ROBSONELLA FONTANIANA  (PULPITO) ORIENTADO A LA ELABORACION DE PRODUCTOS G OURMET ","CULTIVO","PULPOS","PARALARVAS","MARIA GONZALEZ SEPULVEDA","3/30/2007","3/31/2011","315.000"
"D05I10336","2005","DESARROLLO DEL CULTIVO DE PEPINO DE MAR (APOSTICHOPUS JAPONICUS) A ESCALA PILOTO EN CHILE.  ","A. JAPONICUS","PEPINO DE MAR","CULTIVO","HECTOR BUSTOS ROJAS","1/2/2007","7/1/2009","300.000"
"D05I10341","2005","MODELO DE INTERACCIONES A DISTANCIA PARA EL PERFECCIONAMIENTO Y TRABAJO EN EDUCACIÓN TECNOLÓGICA A T RAVÉS DE LA INTERNET ","MODELO E-LEARNING","ED. TECNOLóGICA","FORMACIóN DOCENTE","FRANCISCA ELTON NECOCHEA","3/5/2007","12/4/2010","150.000"
